"Date","Price","Open","High","Low","Vol.","Change %"
"18/04/2017","5,389.25","5,397.50","5,405.25","5,375.50","246.22K","-0.11%"
"17/04/2017","5,395.25","5,352.75","5,399.50","5,347.75","148.63K","0.68%"
"13/04/2017","5,359.00","5,369.00","5,399.50","5,347.50","278.78K","-0.26%"
"12/04/2017","5,372.75","5,402.75","5,412.75","5,369.00","251.11K","-0.54%"
"11/04/2017","5,401.75","5,426.75","5,429.25","5,358.00","332.14K","-0.38%"
"10/04/2017","5,422.25","5,420.75","5,443.75","5,405.75","197.53K","0.02%"
"07/04/2017","5,421.25","5,426.75","5,436.00","5,382.75","243.81K","-0.03%"
"06/04/2017","5,422.75","5,414.00","5,437.25","5,390.00","287.87K","0.12%"
"05/04/2017","5,416.25","5,447.00","5,481.25","5,409.00","301.13K","-0.51%"
"04/04/2017","5,444.00","5,432.75","5,448.00","5,406.75","195.12K","0.17%"
"03/04/2017","5,434.50","5,436.75","5,455.00","5,403.25","264.74K","-0.07%"
"31/03/2017","5,438.50","5,440.75","5,452.75","5,421.00","166.66K","0.02%"
"30/03/2017","5,437.50","5,436.00","5,451.00","5,426.50","163.12K","0.03%"
"29/03/2017","5,436.00","5,409.00","5,437.50","5,404.75","173.94K","0.57%"
"28/03/2017","5,405.00","5,382.50","5,424.75","5,363.50","245.03K","0.48%"
"27/03/2017","5,379.00","5,360.00","5,385.75","5,317.25","276.50K","0.00%"
"24/03/2017","5,378.75","5,357.00","5,395.00","5,347.50","294.98K","0.45%"
"23/03/2017","5,354.50","5,365.50","5,378.50","5,347.25","269.77K","-0.21%"
"22/03/2017","5,365.75","5,334.25","5,376.25","5,315.00","335.87K","0.52%"
"21/03/2017","5,338.25","5,415.75","5,441.00","5,330.00","414.74K","-1.48%"
"20/03/2017","5,418.50","5,407.25","5,428.00","5,396.00","144.69K","-0.13%"
"17/03/2017","5,425.34","5,411.75","5,423.00","5,405.75","3.80K","0.23%"
"16/03/2017","5,413.00","5,412.25","5,440.00","5,398.75","35.58K","-0.04%"
"15/03/2017","5,415.25","5,380.50","5,427.25","5,376.00","63.83K","0.63%"
"14/03/2017","5,381.50","5,394.50","5,396.75","5,360.00","92.07K","-0.26%"
"13/03/2017","5,395.50","5,381.00","5,396.50","5,371.75","85.36K","0.25%"
"10/03/2017","5,382.00","5,370.00","5,395.25","5,363.00","159.75K","0.28%"
"09/03/2017","5,366.75","5,362.25","5,372.00","5,335.50","249.23K","0.07%"
"08/03/2017","5,363.00","5,350.00","5,377.25","5,333.75","221.62K","0.25%"
"07/03/2017","5,349.75","5,354.75","5,374.25","5,341.50","180.79K","-0.21%"
"06/03/2017","5,361.00","5,369.00","5,374.50","5,339.00","166.73K","-0.20%"
"03/03/2017","5,372.00","5,358.75","5,373.50","5,344.25","176.73K","0.14%"
"02/03/2017","5,364.75","5,382.75","5,393.75","5,356.25","206.02K","-0.39%"
"01/03/2017","5,386.00","5,334.50","5,400.00","5,332.00","241.77K","1.01%"
"28/02/2017","5,332.25","5,345.00","5,350.00","5,317.00","168.04K","-0.29%"
"27/02/2017","5,347.50","5,340.00","5,352.50","5,323.25","153.78K","0.08%"
"24/02/2017","5,343.25","5,329.25","5,344.50","5,299.00","211.94K","0.21%"
"23/02/2017","5,332.00","5,352.50","5,361.25","5,310.75","240.39K","-0.36%"
"22/02/2017","5,351.00","5,345.50","5,355.50","5,336.25","156.58K","0.14%"
"21/02/2017","5,343.75","5,323.50","5,353.75","5,320.50","192.76K","0.10%"
"20/02/2017","5,338.38","5,322.13","5,345.63","5,320.62","","0.30%"
"19/02/2017","5,322.38","5,323.88","5,325.13","5,321.25","","-0.06%"
"17/02/2017","5,325.75","5,300.25","5,328.75","5,286.75","170.81K","0.48%"
"16/02/2017","5,300.50","5,313.00","5,317.00","5,288.50","209.93K","-0.18%"
"15/02/2017","5,310.00","5,274.50","5,313.50","5,265.25","168.26K","0.64%"
"14/02/2017","5,276.00","5,259.25","5,278.00","5,239.75","166.90K","0.32%"
"13/02/2017","5,259.25","5,229.25","5,261.50","5,226.75","144.52K","0.62%"
"10/02/2017","5,226.75","5,211.25","5,232.50","5,209.75","147.03K","0.28%"
"09/02/2017","5,212.25","5,189.75","5,219.25","5,186.25","157.90K","0.40%"
"08/02/2017","5,191.25","5,175.00","5,197.00","5,163.50","166.26K","0.28%"
"07/02/2017","5,176.75","5,157.00","5,192.00","5,154.25","164.42K","0.37%"
"06/02/2017","5,157.75","5,157.25","5,163.50","5,140.25","145.40K","0.05%"
"03/02/2017","5,155.00","5,129.50","5,162.25","5,119.75","181.44K","0.47%"
"02/02/2017","5,131.00","5,147.75","5,157.50","5,119.50","209.88K","-0.34%"
"01/02/2017","5,148.50","5,132.00","5,158.25","5,123.00","237.36K","0.70%"
"31/01/2017","5,112.75","5,123.50","5,135.00","5,083.25","214.70K","-0.23%"
"30/01/2017","5,124.50","5,146.25","5,154.50","5,094.50","249.34K","-0.74%"
"27/01/2017","5,162.50","5,144.25","5,167.50","5,139.25","138.34K","0.29%"
"26/01/2017","5,147.75","5,148.25","5,168.50","5,141.75","173.38K","0.02%"
"25/01/2017","5,146.50","5,100.00","5,150.00","5,099.75","153.21K","0.99%"
"24/01/2017","5,096.25","5,063.75","5,104.00","5,060.00","141.58K","0.65%"
"23/01/2017","5,063.50","5,059.00","5,069.75","5,030.25","181.15K","0.10%"
"20/01/2017","5,058.25","5,055.50","5,083.00","5,044.75","216.18K","0.09%"
"19/01/2017","5,053.50","5,053.25","5,074.75","5,036.50","185.60K","-0.02%"
"18/01/2017","5,054.50","5,040.50","5,057.25","5,034.00","159.69K","0.28%"
"17/01/2017","5,040.25","5,056.25","5,059.00","5,025.00","198.10K","-0.23%"
"16/01/2017","5,051.63","5,050.75","5,055.63","5,044.12","","0.01%"
"15/01/2017","5,050.88","5,057.75","5,057.75","5,049.12","","-0.20%"
"13/01/2017","5,061.25","5,035.25","5,063.25","5,035.25","136.61K","0.53%"
"12/01/2017","5,034.75","5,044.50","5,044.75","4,990.25","212.32K","-0.23%"
"11/01/2017","5,046.50","5,032.75","5,048.25","5,007.50","218.75K","0.30%"
"10/01/2017","5,031.25","5,022.00","5,047.00","5,007.25","153.77K","0.18%"
"09/01/2017","5,022.00","5,004.50","5,029.50","5,002.50","148.11K","0.36%"
"06/01/2017","5,004.00","4,962.50","5,017.50","4,952.50","183.32K","0.85%"
"05/01/2017","4,962.00","4,934.75","4,964.25","4,920.50","169.57K","0.58%"
"04/01/2017","4,933.50","4,906.50","4,942.50","4,903.00","171.95K","0.56%"
"03/01/2017","4,906.25","4,876.75","4,927.50","4,876.75","215.98K","0.37%"
"02/01/2017","4,888.12","4,885.62","4,892.00","4,885.62","","0.50%"
"30/12/2016","4,864.00","4,920.50","4,940.00","4,850.00","197.66K","-1.11%"
"29/12/2016","4,918.50","4,923.75","4,933.50","4,901.25","121.56K","-0.11%"
"28/12/2016","4,923.75","4,961.25","4,979.25","4,920.25","136.66K","-0.76%"
"27/12/2016","4,961.25","4,942.00","4,994.50","4,940.00","100.37K","0.37%"
"26/12/2016","4,942.88","4,942.12","4,944.38","4,940.75","","0.01%"
"23/12/2016","4,942.25","4,933.75","4,943.75","4,922.75","69.06K","0.12%"
"22/12/2016","4,936.50","4,948.00","4,953.00","4,917.00","110.52K","-0.26%"
"21/12/2016","4,949.50","4,956.00","4,960.00","4,939.25","90.65K","-0.13%"
"20/12/2016","4,956.00","4,939.50","4,963.25","4,938.50","109.98K","0.35%"
"19/12/2016","4,938.75","4,915.75","4,966.25","4,912.50","146.14K","-0.31%"
"16/12/2016","4,954.19","4,938.00","4,948.25","4,930.25","3.75K","0.40%"
"15/12/2016","4,934.50","4,928.50","4,960.75","4,917.50","48.31K","0.06%"
"14/12/2016","4,931.75","4,939.50","4,956.50","4,910.25","74.02K","-0.12%"
"13/12/2016","4,937.75","4,867.00","4,962.00","4,861.50","131.86K","1.44%"
"12/12/2016","4,867.75","4,899.00","4,917.00","4,852.50","124.20K","-0.53%"
"09/12/2016","4,893.75","4,861.25","4,897.50","4,852.50","133.17K","0.63%"
"08/12/2016","4,863.00","4,844.50","4,869.50","4,836.00","225.78K","0.44%"
"07/12/2016","4,841.75","4,788.75","4,854.75","4,763.50","232.69K","1.15%"
"06/12/2016","4,786.75","4,780.75","4,796.50","4,767.75","185.12K","0.13%"
"05/12/2016","4,780.50","4,719.00","4,795.75","4,701.50","207.43K","0.89%"
"02/12/2016","4,738.50","4,735.50","4,759.00","4,707.25","235.33K","0.04%"
"01/12/2016","4,736.50","4,819.00","4,827.50","4,722.75","291.38K","-1.65%"
"30/11/2016","4,816.00","4,872.50","4,885.50","4,812.50","231.49K","-1.21%"
"29/11/2016","4,875.00","4,861.00","4,897.75","4,847.50","175.92K","0.29%"
"28/11/2016","4,861.00","4,864.25","4,879.75","4,842.75","143.19K","-0.15%"
"25/11/2016","4,868.50","4,850.50","4,870.00","4,839.50","75.49K","0.21%"
"24/11/2016","4,858.50","4,848.25","4,862.62","4,839.38","","0.19%"
"23/11/2016","4,849.50","4,877.25","4,882.50","4,830.25","159.65K","-0.52%"
"22/11/2016","4,874.75","4,858.00","4,884.75","4,857.00","157.47K","0.43%"
"21/11/2016","4,854.00","4,813.50","4,862.00","4,803.25","167.54K","0.95%"
"18/11/2016","4,808.50","4,828.75","4,840.50","4,803.00","168.80K","-0.41%"
"17/11/2016","4,828.50","4,781.50","4,831.50","4,778.00","190.17K","0.95%"
"16/11/2016","4,783.25","4,765.00","4,794.75","4,736.25","195.71K","0.36%"
"15/11/2016","4,766.00","4,692.75","4,779.25","4,688.00","238.49K","1.52%"
"14/11/2016","4,694.50","4,753.00","4,784.50","4,672.75","285.04K","-1.13%"
"11/11/2016","4,748.00","4,741.75","4,758.00","4,681.75","324.94K","0.09%"
"10/11/2016","4,743.75","4,817.50","4,879.75","4,679.25","555.10K","-1.59%"
"09/11/2016","4,820.50","4,807.25","4,837.50","4,558.50","719.50K","0.38%"
"08/11/2016","4,802.25","4,777.50","4,822.50","4,752.75","219.99K","0.55%"
"07/11/2016","4,775.75","4,709.75","4,781.75","4,709.75","223.77K","2.53%"
"04/11/2016","4,657.75","4,671.25","4,695.50","4,651.25","264.05K","-0.36%"
"03/11/2016","4,674.50","4,700.00","4,729.50","4,668.25","280.60K","-0.90%"
"02/11/2016","4,716.75","4,754.50","4,768.50","4,708.25","300.31K","-0.85%"
"01/11/2016","4,757.25","4,802.75","4,817.00","4,718.75","307.81K","-0.82%"
"31/10/2016","4,796.75","4,795.25","4,830.00","4,788.25","199.17K","-0.19%"
"28/10/2016","4,806.00","4,818.25","4,843.25","4,786.50","325.15K","-0.02%"
"27/10/2016","4,807.00","4,852.00","4,880.25","4,804.25","261.34K","-0.96%"
"26/10/2016","4,853.75","4,874.00","4,881.75","4,839.50","234.12K","-0.66%"
"25/10/2016","4,886.00","4,906.25","4,919.50","4,873.50","184.98K","-0.34%"
"24/10/2016","4,902.75","4,847.25","4,908.75","4,842.75","182.26K","1.23%"
"21/10/2016","4,843.25","4,844.25","4,849.00","4,814.75","188.66K","-0.01%"
"20/10/2016","4,843.75","4,828.25","4,847.25","4,798.75","248.12K","0.28%"
"19/10/2016","4,830.25","4,823.75","4,840.25","4,811.00","148.34K","0.07%"
"18/10/2016","4,827.00","4,802.25","4,856.75","4,799.75","205.55K","0.49%"
"17/10/2016","4,803.25","4,803.50","4,810.50","4,781.00","179.67K","-0.02%"
"14/10/2016","4,804.25","4,796.00","4,841.00","4,786.25","237.88K","0.17%"
"13/10/2016","4,796.00","4,804.75","4,813.00","4,754.50","297.94K","-0.36%"
"12/10/2016","4,813.50","4,822.25","4,842.00","4,800.25","234.22K","-0.28%"
"11/10/2016","4,827.00","4,892.00","4,897.25","4,798.00","316.60K","-1.35%"
"10/10/2016","4,893.25","4,868.00","4,901.50","4,862.25","159.24K","0.70%"
"07/10/2016","4,859.00","4,870.25","4,883.75","4,834.75","281.21K","-0.27%"
"06/10/2016","4,872.00","4,874.00","4,881.00","4,845.50","187.20K","-0.03%"
"05/10/2016","4,873.50","4,856.50","4,888.50","4,849.25","182.96K","0.33%"
"04/10/2016","4,857.50","4,866.75","4,888.00","4,836.25","276.98K","-0.17%"
"03/10/2016","4,865.75","4,867.25","4,879.50","4,842.75","177.13K","-0.09%"
"30/09/2016","4,870.25","4,839.25","4,885.50","4,811.75","248.15K","0.54%"
"29/09/2016","4,844.25","4,866.75","4,876.50","4,812.50","306.34K","-0.49%"
"28/09/2016","4,868.25","4,857.50","4,873.25","4,844.75","208.68K","0.15%"
"27/09/2016","4,860.75","4,813.75","4,864.50","4,800.75","227.16K","0.95%"
"26/09/2016","4,815.00","4,852.00","4,859.50","4,807.50","209.59K","-0.85%"
"23/09/2016","4,856.50","4,887.25","4,889.75","4,848.25","197.32K","-0.61%"
"22/09/2016","4,886.25","4,849.00","4,892.25","4,842.75","196.51K","0.75%"
"21/09/2016","4,850.00","4,800.00","4,854.50","4,788.50","291.23K","1.07%"
"20/09/2016","4,798.50","4,796.75","4,820.50","4,790.00","195.03K","0.09%"
"19/09/2016","4,794.25","4,814.75","4,841.75","4,782.50","235.03K","-0.53%"
"16/09/2016","4,820.03","4,813.25","4,828.75","4,799.00","5.82K","0.05%"
"15/09/2016","4,817.75","4,734.00","4,826.75","4,720.50","61.73K","1.80%"
"14/09/2016","4,732.50","4,732.75","4,771.00","4,724.00","77.62K","0.10%"
"13/09/2016","4,727.75","4,763.25","4,764.75","4,699.25","142.82K","-0.82%"
"12/09/2016","4,766.75","4,671.00","4,772.00","4,629.00","178.34K","2.05%"
"09/09/2016","4,671.00","4,796.00","4,798.00","4,665.00","265.15K","-2.61%"
"08/09/2016","4,796.00","4,827.75","4,837.00","4,789.50","251.33K","-0.68%"
"07/09/2016","4,828.75","4,830.25","4,839.50","4,812.50","193.46K","0.03%"
"06/09/2016","4,827.50","4,801.25","4,831.50","4,782.25","208.19K","0.75%"
"05/09/2016","4,791.50","4,801.12","4,805.75","4,782.25","","-0.20%"
"04/09/2016","4,801.25","4,800.88","4,802.88","4,797.00","","0.13%"
"02/09/2016","4,795.25","4,777.50","4,817.75","4,774.25","227.92K","0.37%"
"01/09/2016","4,777.50","4,774.00","4,795.25","4,749.50","248.35K","0.08%"
"31/08/2016","4,773.75","4,778.25","4,779.25","4,751.50","198.48K","-0.05%"
"30/08/2016","4,776.00","4,795.00","4,798.50","4,759.75","186.26K","-0.36%"
"29/08/2016","4,793.25","4,786.00","4,805.75","4,774.00","146.93K","0.16%"
"26/08/2016","4,785.75","4,783.50","4,817.50","4,757.25","281.26K","0.07%"
"25/08/2016","4,782.25","4,786.50","4,794.00","4,768.25","194.39K","-0.08%"
"24/08/2016","4,786.25","4,818.50","4,823.50","4,770.75","190.47K","-0.64%"
"23/08/2016","4,817.00","4,809.25","4,836.75","4,807.75","160.45K","0.11%"
"22/08/2016","4,811.75","4,809.25","4,818.00","4,789.50","196.40K","0.10%"
"19/08/2016","4,807.00","4,808.00","4,816.75","4,785.00","194.62K","-0.03%"
"18/08/2016","4,808.50","4,808.25","4,814.00","4,792.75","149.00K","0.09%"
"17/08/2016","4,804.00","4,800.75","4,809.75","4,772.00","197.78K","0.11%"
"16/08/2016","4,798.50","4,822.75","4,824.50","4,796.50","156.06K","-0.50%"
"15/08/2016","4,822.75","4,806.75","4,835.25","4,805.00","130.17K","0.39%"
"12/08/2016","4,804.25","4,800.00","4,806.75","4,787.00","131.96K","0.09%"
"11/08/2016","4,800.00","4,782.25","4,811.00","4,775.75","147.60K","0.39%"
"10/08/2016","4,781.50","4,793.50","4,800.25","4,767.25","141.48K","-0.21%"
"09/08/2016","4,791.75","4,780.50","4,807.75","4,777.50","134.34K","0.26%"
"08/08/2016","4,779.25","4,784.75","4,800.75","4,766.25","131.56K","-0.08%"
"05/08/2016","4,783.00","4,745.00","4,797.75","4,742.50","178.01K","0.83%"
"04/08/2016","4,743.75","4,726.50","4,747.00","4,715.00","167.88K","0.33%"
"03/08/2016","4,728.25","4,713.25","4,729.25","4,698.00","168.46K","0.30%"
"02/08/2016","4,714.25","4,749.25","4,759.50","4,681.75","260.93K","-0.64%"
"01/08/2016","4,744.50","4,737.50","4,760.25","4,721.00","199.52K","0.38%"
"29/07/2016","4,726.75","4,731.75","4,736.50","4,709.00","205.93K","0.15%"
"28/07/2016","4,719.75","4,710.25","4,732.00","4,689.50","220.00K","0.25%"
"27/07/2016","4,707.75","4,691.25","4,714.00","4,676.75","228.53K","0.94%"
"26/07/2016","4,663.75","4,658.50","4,688.25","4,641.00","205.85K","0.21%"
"25/07/2016","4,653.75","4,659.25","4,669.50","4,643.50","144.76K","-0.08%"
"22/07/2016","4,657.25","4,638.50","4,664.50","4,628.50","147.97K","0.41%"
"21/07/2016","4,638.25","4,654.00","4,662.25","4,626.75","181.96K","-0.26%"
"20/07/2016","4,650.50","4,609.00","4,659.00","4,597.75","179.22K","0.96%"
"19/07/2016","4,606.50","4,609.50","4,611.25","4,588.25","162.37K","-0.04%"
"18/07/2016","4,608.25","4,580.00","4,621.75","4,577.00","174.58K","0.63%"
"15/07/2016","4,579.25","4,585.00","4,603.50","4,550.25","169.37K","-0.23%"
"14/07/2016","4,590.00","4,561.00","4,608.25","4,553.50","191.87K","0.63%"
"13/07/2016","4,561.25","4,571.75","4,584.50","4,558.50","183.87K","-0.19%"
"12/07/2016","4,569.75","4,552.75","4,582.00","4,546.75","186.98K","0.45%"
"11/07/2016","4,549.50","4,519.50","4,563.50","4,515.75","181.19K","0.71%"
"08/07/2016","4,517.25","4,451.75","4,523.25","4,439.75","230.85K","1.46%"
"07/07/2016","4,452.25","4,434.75","4,461.25","4,427.50","184.87K","0.29%"
"06/07/2016","4,439.50","4,406.00","4,440.50","4,365.75","252.77K","0.81%"
"05/07/2016","4,404.00","4,438.75","4,451.50","4,377.50","200.64K","-0.71%"
"04/07/2016","4,435.38","4,427.38","4,451.50","4,426.25","","0.20%"
"03/07/2016","4,426.62","4,438.12","4,439.00","4,426.62","","-0.15%"
"01/07/2016","4,433.25","4,397.00","4,446.25","4,386.25","176.59K","0.60%"
"30/06/2016","4,407.00","4,375.00","4,410.50","4,338.50","242.97K","1.01%"
"29/06/2016","4,362.75","4,281.25","4,380.00","4,268.25","258.78K","1.91%"
"28/06/2016","4,281.00","4,176.25","4,284.50","4,176.00","257.13K","2.47%"
"27/06/2016","4,178.00","4,250.00","4,267.75","4,167.75","409.41K","-1.98%"
"24/06/2016","4,262.25","4,482.75","4,494.00","4,234.50","487.74K","-4.49%"
"23/06/2016","4,462.50","4,409.75","4,479.25","4,408.00","194.79K","1.55%"
"22/06/2016","4,394.50","4,397.25","4,434.00","4,391.00","188.82K","-0.13%"
"21/06/2016","4,400.25","4,398.50","4,415.75","4,388.25","193.00K","0.23%"
"20/06/2016","4,390.00","4,383.00","4,436.75","4,383.00","193.78K","-0.62%"
"17/06/2016","4,417.25","4,423.25","4,439.50","4,410.00","","-0.17%"
"16/06/2016","4,424.75","4,409.75","4,429.00","4,361.00","49.75K","0.27%"
"15/06/2016","4,412.75","4,424.00","4,444.00","4,404.25","61.84K","-0.28%"
"14/06/2016","4,425.25","4,419.25","4,440.50","4,391.75","93.61K","-0.02%"
"13/06/2016","4,426.25","4,458.75","4,461.75","4,419.25","112.20K","-0.88%"
"10/06/2016","4,465.75","4,513.00","4,514.25","4,446.25","139.17K","-1.03%"
"09/06/2016","4,512.00","4,518.25","4,522.50","4,493.50","236.71K","-0.15%"
"08/06/2016","4,519.00","4,512.50","4,530.25","4,504.00","171.37K","0.11%"
"07/06/2016","4,514.25","4,524.50","4,545.50","4,511.25","155.45K","-0.25%"
"06/06/2016","4,525.50","4,511.00","4,536.50","4,504.00","164.53K","0.37%"
"03/06/2016","4,509.00","4,530.25","4,538.75","4,478.75","225.16K","-0.51%"
"02/06/2016","4,532.25","4,520.50","4,533.00","4,486.25","179.29K","0.24%"
"01/06/2016","4,521.50","4,522.00","4,537.50","4,502.75","190.61K","-0.06%"
"31/05/2016","4,524.25","4,518.25","4,528.25","4,497.50","201.16K","0.07%"
"30/05/2016","4,521.12","4,519.12","4,524.62","4,513.38","","0.03%"
"29/05/2016","4,519.62","4,517.50","4,522.38","4,515.50","","0.21%"
"27/05/2016","4,510.00","4,494.00","4,513.50","4,490.25","148.79K","0.40%"
"26/05/2016","4,492.25","4,473.50","4,495.50","4,463.50","163.69K","0.39%"
"25/05/2016","4,474.75","4,445.50","4,489.50","4,443.00","235.31K","0.66%"
"24/05/2016","4,445.25","4,351.50","4,448.75","4,341.75","232.14K","2.13%"
"23/05/2016","4,352.50","4,367.75","4,381.50","4,348.25","166.07K","-0.22%"
"20/05/2016","4,362.25","4,317.00","4,379.00","4,314.50","239.29K","1.04%"
"19/05/2016","4,317.25","4,337.75","4,340.75","4,280.75","272.69K","-0.35%"
"18/05/2016","4,332.25","4,321.00","4,359.00","4,301.00","304.68K","0.30%"
"17/05/2016","4,319.50","4,372.75","4,393.75","4,308.00","250.35K","-1.27%"
"16/05/2016","4,375.25","4,316.00","4,392.00","4,305.50","197.28K","1.19%"
"13/05/2016","4,324.00","4,337.25","4,360.50","4,303.75","248.78K","-0.25%"
"12/05/2016","4,334.75","4,352.50","4,381.75","4,305.75","262.05K","-0.38%"
"11/05/2016","4,351.50","4,394.25","4,403.00","4,350.75","207.22K","-0.92%"
"10/05/2016","4,392.00","4,334.75","4,398.75","4,323.75","202.30K","1.30%"
"09/05/2016","4,335.75","4,329.75","4,356.50","4,318.00","204.96K","0.17%"
"06/05/2016","4,328.25","4,299.25","4,333.75","4,271.00","257.89K","0.65%"
"05/05/2016","4,300.25","4,308.25","4,342.50","4,292.50","221.67K","-0.22%"
"04/05/2016","4,309.75","4,335.50","4,342.00","4,292.25","230.35K","-0.57%"
"03/05/2016","4,334.50","4,372.00","4,374.50","4,319.50","264.17K","-0.79%"
"02/05/2016","4,369.00","4,337.00","4,378.50","4,318.00","218.45K","0.87%"
"29/04/2016","4,331.50","4,383.50","4,391.25","4,296.75","383.21K","-1.15%"
"28/04/2016","4,382.00","4,432.00","4,442.25","4,346.25","306.77K","-0.94%"
"27/04/2016","4,423.75","4,405.00","4,433.75","4,372.25","303.55K","-0.65%"
"26/04/2016","4,452.50","4,472.25","4,489.75","4,407.00","210.95K","-0.44%"
"25/04/2016","4,472.25","4,477.00","4,479.75","4,436.00","172.47K","0.15%"
"22/04/2016","4,465.75","4,488.25","4,501.75","4,431.00","276.83K","-0.71%"
"21/04/2016","4,497.75","4,533.25","4,551.75","4,488.00","239.65K","-0.84%"
"20/04/2016","4,535.75","4,528.25","4,556.00","4,509.00","192.77K","0.20%"
"19/04/2016","4,526.75","4,545.50","4,584.50","4,506.75","247.34K","-0.43%"
"18/04/2016","4,546.50","4,518.75","4,561.25","4,501.00","179.87K","0.18%"
"15/04/2016","4,538.50","4,548.75","4,554.50","4,523.00","171.81K","-0.17%"
"14/04/2016","4,546.25","4,546.50","4,563.25","4,530.50","163.85K","-0.03%"
"13/04/2016","4,547.75","4,489.00","4,553.75","4,486.75","226.05K","1.29%"
"12/04/2016","4,490.00","4,447.00","4,497.50","4,426.50","249.25K","0.86%"
"11/04/2016","4,451.50","4,470.00","4,509.75","4,446.00","242.69K","-0.35%"
"08/04/2016","4,467.25","4,467.50","4,509.75","4,451.50","232.57K","-0.07%"
"07/04/2016","4,470.25","4,533.50","4,539.50","4,450.75","260.82K","-1.43%"
"06/04/2016","4,535.00","4,476.00","4,537.75","4,467.25","239.59K","1.47%"
"05/04/2016","4,469.50","4,499.75","4,501.50","4,456.50","218.34K","-0.68%"
"04/04/2016","4,500.25","4,526.75","4,543.75","4,495.25","186.75K","-0.62%"
"01/04/2016","4,528.50","4,477.75","4,529.50","4,441.50","245.30K","1.17%"
"31/03/2016","4,476.25","4,480.25","4,495.50","4,462.25","190.53K","-0.13%"
"30/03/2016","4,482.00","4,460.75","4,510.25","4,456.50","222.49K","0.53%"
"29/03/2016","4,458.25","4,389.75","4,463.50","4,374.00","224.46K","1.57%"
"28/03/2016","4,389.50","4,401.50","4,425.75","4,381.50","133.72K","-0.18%"
"24/03/2016","4,397.25","4,395.00","4,401.00","4,365.00","192.09K","0.04%"
"23/03/2016","4,395.50","4,434.75","4,441.25","4,383.25","211.43K","-0.88%"
"22/03/2016","4,434.50","4,416.00","4,440.50","4,383.75","189.22K","0.41%"
"21/03/2016","4,416.25","4,394.75","4,421.25","4,376.75","169.66K","-0.22%"
"18/03/2016","4,425.81","4,404.75","4,418.25","4,394.00","5.16K","0.54%"
"17/03/2016","4,402.25","4,396.75","4,422.00","4,369.00","51.82K","0.11%"
"16/03/2016","4,397.50","4,366.25","4,416.50","4,349.00","65.62K","0.76%"
"15/03/2016","4,364.50","4,364.75","4,372.00","4,338.00","71.63K","-0.03%"
"14/03/2016","4,366.00","4,352.75","4,378.25","4,340.50","106.67K","0.30%"
"11/03/2016","4,352.75","4,287.25","4,361.25","4,282.50","156.65K","1.58%"
"10/03/2016","4,285.00","4,295.25","4,347.50","4,229.75","392.23K","-0.22%"
"09/03/2016","4,294.50","4,271.00","4,299.00","4,256.75","238.22K","0.56%"
"08/03/2016","4,270.50","4,301.00","4,308.75","4,251.50","293.55K","-0.69%"
"07/03/2016","4,300.00","4,321.00","4,330.00","4,268.75","246.82K","-0.52%"
"04/03/2016","4,322.50","4,323.00","4,355.00","4,298.00","289.08K","0.05%"
"03/03/2016","4,320.25","4,326.75","4,344.50","4,293.50","202.26K","-0.21%"
"02/03/2016","4,329.25","4,334.50","4,357.75","4,299.25","265.75K","-0.20%"
"01/03/2016","4,337.75","4,199.25","4,338.75","4,180.25","295.76K","3.25%"
"29/02/2016","4,201.25","4,225.25","4,263.25","4,184.50","250.32K","-0.68%"
"26/02/2016","4,230.00","4,243.00","4,293.25","4,225.00","272.80K","-0.34%"
"25/02/2016","4,244.25","4,214.50","4,247.75","4,170.25","265.55K","0.85%"
"24/02/2016","4,208.50","4,156.50","4,218.50","4,084.75","336.25K","1.18%"
"23/02/2016","4,159.25","4,207.25","4,216.50","4,154.50","227.81K","-1.32%"
"22/02/2016","4,214.75","4,155.25","4,234.00","4,146.50","189.98K","1.29%"
"19/02/2016","4,161.00","4,156.25","4,175.00","4,120.25","229.02K","0.14%"
"18/02/2016","4,155.00","4,208.25","4,227.50","4,144.00","254.58K","-0.99%"
"17/02/2016","4,196.75","4,089.75","4,211.50","4,068.25","291.65K","2.54%"
"16/02/2016","4,092.75","4,021.50","4,104.75","4,021.50","320.59K","0.51%"
"15/02/2016","4,071.88","4,036.13","4,091.13","4,031.63","","0.89%"
"14/02/2016","4,035.88","4,025.75","4,038.63","4,024.75","","0.74%"
"12/02/2016","4,006.25","3,963.25","4,017.50","3,953.00","307.35K","1.14%"
"11/02/2016","3,961.25","3,963.00","3,985.50","3,862.25","504.87K","-0.15%"
"10/02/2016","3,967.25","3,954.50","4,041.00","3,922.25","426.91K","0.58%"
"09/02/2016","3,944.25","3,958.50","4,004.00","3,897.50","499.99K","-0.50%"
"08/02/2016","3,964.25","4,027.25","4,046.00","3,883.00","542.37K","-1.44%"
"05/02/2016","4,022.00","4,146.50","4,173.50","4,001.00","443.08K","-3.22%"
"04/02/2016","4,155.75","4,169.75","4,206.50","4,113.50","383.18K","-0.38%"
"03/02/2016","4,171.50","4,186.00","4,215.00","4,090.50","484.50K","-0.49%"
"02/02/2016","4,192.00","4,286.50","4,287.00","4,170.75","314.73K","-2.32%"
"01/02/2016","4,291.50","4,263.25","4,309.25","4,228.50","263.36K","0.67%"
"29/01/2016","4,263.00","4,135.00","4,271.25","4,129.00","328.86K","2.63%"
"28/01/2016","4,153.75","4,150.25","4,199.00","4,106.75","414.08K","0.65%"
